copyright,falsePositive
"Copyright (c) 2003-2016 Chelsio Communications, Inc. All rights reserved.",0
Copyright (C) 2017 Marvell,0
Copyright (c) 2016 Ryder Lee <ryder.lee@mediatek.com>,0
"Copyright (C) 2015 Dan Streetman, IBM Corp",0
"Copyright (c) 2010-2014, The Linux Foundation. All rights reserved.",0
"Copyright (c) 2015, Fuzhou Rockchip Electronics Co., Ltd",0
"Copyright (C) 2017, STMicroelectronics - All Rights Reserved",0
Copyright (C) 2013-2015 Corentin LABBE <clabbe.montjoie@gmail.com>,0
Copyright (C) 2015 International Business Machines Inc.,0
"2003-2004 (c) MontaVista, Software, Inc.",0
Copyright (C) 2006-2007 Sylvain Munaut <tnt@246tNt.com>,0
Copyright (C) 2006      Freescale - John Rigby,0
Copyright (C) 2007-2008 Atmel Corporation,0
Copyright (C) 2010-2011 ST Microelectronics,0
Copyright (C) 2013 Intel Corporation,0
Copyright (C) 2015 Intel Corporation,0
Copyright (C) 2008 Intel Corporation,0
"Copyright (C) 2005-2007 Freescale Semiconductor, Inc. All Rights Reserved.",0
Copyright (C) 2006-2009 DENX Software Engineering.,0
"Copyright (c) 2013-2014, The Linux Foundation. All rights reserved.",0
Copyright (C) 2014 Renesas Electronics Inc.,0
"Copyright (C) 2010-2014 Xilinx, Inc. All rights reserved.",0
Copyright (C) 2005 Broadcom Corporation,0
Copyright (C) 2010-2012 Hauke Mehrtens <hauke@hauke-m.de>,0
"Copyright (C) 2016 Endless Mobile, Inc.",0
"Copyright (c) 2016, NVIDIA CORPORATION.  All rights reserved.",0
Copyright (c) 2010 Sascha Hauer <s.hauer@pengutronix.de>,0
"Copyright (C) 2005-2009 Freescale Semiconductor, Inc.",0
Copyright (c) 2012 Benjamin Tissoires <benjamin.tissoires@gmail.com>,0
"Copyright (c) 2012 Ecole Nationale de l'Aviation Civile, France",0
"Copyright (c) 2012 Red Hat, Inc",0
Copyright (c) 1999 Andreas Gal,0
Copyright (c) 2000-2005 Vojtech Pavlik <vojtech@suse.cz>,0
"Copyright (c) 2005 Michael Haboustak <mike-@cinci.rr.com> for Concept2, Inc",0
Copyright (c) 2007-2008 Oliver Neukum,0
Copyright (c) 2006-2010 Jiri Kosina,0
"Copyright (C) 2008,2009,2010 Nokia Corporation. All rights reserved.",0
Copyright (C) 2014-2015 Intel Corporation.,0
"Copyright (c) 2014, Intel Corporation.",0
"Copyright (C) 2012 Google, Inc",0
Copyright (C) 2015 Matt Ranostay <mranostay@gmail.com>,0
Copyright (C) 2016 William Breathitt Gray,0
Copyright (c) 2011 Jonathan Cameron,0
Copyright (C) 2015-2016 Texas Instruments Incorporated - http://www.ti.com,0
Copyright (C) 2009 Zhang Rui <rui.zhang@intel.com>,0
Copyright (C) 2012-2013 Martin Liska <marxin.liska@gmail.com>,0
Copyright (C) 2013-2014 Marek Vasut <marex@denx.de>,0
Copyright (C) 2015 Gabriele Mazzotta <gabriele.mzt@gmail.com>,0
Copyright (C) 2010 Nokia Corporation and/or its subsidiary(-ies).,0
Copyright (c) 2010 NVIDIA Corporation.,0
Copyright (C) 2016 Linaro Ltd.,0
Copyright (C) 2017 Axentia Technologies AB,0
"Copyright (c) 2013, Intel Corporation.",0
Copyright (c) 2016 Slawomir Stepien,0
Copyright (C) 2016 Matt Ranostay <mranostay@gmail.com>,0
Copyright (C) 2016 - Marcin Malagowski <mrc@bourne.st>,0
Copyright (C) 2014 Matt Ranostay <mranostay@gmail.com>,0
"Copyright (c) 2017, Intel Corporation.",0
Copyright (C) Intuitive Aerial AB,0
"Copyright (C) 2012, Analog Device Inc.",0
"Copyright (C) 2015, Intel Corporation",0
Copyright (c) 2005 Voltaire Inc.  All rights reserved.,0
"Copyright (c) 2002-2005, Network Appliance, Inc. All rights reserved.",0
"Copyright (c) 1999-2005, Mellanox Technologies, Inc. All rights reserved.",0
Copyright (c) 2005 Intel Corporation.  All rights reserved.,0
"Copyright (c) 2010, 2011 Fabien Marteau <fabien.marteau@armadeus.com>",0
Copyright (C) 2012 Marvell International Ltd.,0
Copyright (C) 2001-2004 Greg Kroah-Hartman (greg@kroah.com),0
Copyright (C) 2005-2008 Johannes Berg (johannes@sipsolutions.net),0
Copyright (C) 2005-2008 Stelian Pop (stelian@popies.net),0
Copyright (C) 2005      Frank Arnold (frank@scirocco-5v-turbo.de),0
Copyright (C) 2005      Peter Osterlund (petero2@telia.com),0
Copyright (C) 2005      Michael Hanselmann (linux-kernel@hansmi.ch),0
Copyright (C) 2006      Nicolas Boichat (nicolas@boichat.ch),0
Copyright (C) 2007-2008 Sven Anders (anders@anduras.de),0
Copyright (c) 2011-2016 Synaptics Incorporated,0
Copyright (c) 2011 Unixphere,0
Copyright (C) 2008 Thomas Chou <thomas@wytron.com.tw>,0
Copyright (C) 2002 Russell King,0
Copyright (c) 2001-2005 Edouard TISSERANT   <edouard.tisserant@wanadoo.fr>,0
Copyright (c) 2004-2005 Stephane VOLTZ      <svoltz@numericable.fr>,0
Copyright (C) 2009 Marvell International Ltd.,0
Copyright (C) 2009-2012 CERN (www.cern.ch),0
Copyright (C) Marvell,0
Copyright 2008 (C) Rodolfo Giometti <giometti@linux.it>,0
Copyright 2008 (C) Eurotech S.p.A. <info@eurotech.it>,0
Copyright (c) 2002 Convergence GmbH,0
Copyright (c) 2000 Nokia Research Center,0
Copyright (C) 2011 Antti Palosaari <crope@iki.fi>,0
Copyright (C) 2004 Andreas Monitzer <andy@monitzer.com>,0
Copyright (C) 2008 Ben Backx <ben@bbackx.com>,0
Copyright (C) 2008 Henrik Kurelid <henrik@kurelid.se>,0
Copyright (C) 2008 Nokia Corporation,0
Copyright (C) 2007 Texas Instruments,0
Copyright (C) 2016 Pavel Machek <pavel@ucw.cz>,0
Copyright (C) 2003	Takeo Takahashi <takahashi.takeo@renesas.com>,0
Copyright (c) 2003 RENESAS TECHNOROGY CORPORATION,0
Copyright (c) 2000 Markus Demleitner <msdemlei@cl.uni-heidelberg.de>,0
"Copyright (c) 2011, 2012 Anssi Hannula <anssi.hannula@iki.fi>",0
Version 2.2.0 Copyright (c) 2004 Torrey Hoffman <thoffman@arnor.net>,0
Version 2.1.1 Copyright (c) 2002 Vladimir Dergachev,0
Copyright (C) 2015-2016 Nexvision,0
Copyright (C) 2012 Antti Palosaari <crope@iki.fi>,0
Copyright (C) 2007 Alex Dubov <oakad@yahoo.com>,0
Copyright (C) 2008 Alex Dubov <oakad@yahoo.com>,0
Copyright (c) 1999-2008 LSI Corporation,0
Copyright (C) Altera Corporation 1998-2001,0
Copyright (C) 2010 NetUP Inc.,0
Copyright (C) 2010 Igor M. Liplianin <liplianin@netup.ru>,0
"Copyright (C) 2001, 2003 Steve Underwood, 2007 David Rowe",0
Copyright (C) 2005-2007 David Brownell,0
"Copyright (C) 2008 Wolfram Sang, Pengutronix",0
(C) Copyright IBM Corp. 2013,0
Copyright (C) 2007-2008 Yan Burman,0
Copyright (C) 2008 Eric Piel,0
Copyright (C) 2008-2009 Pavel Machek,0
"Copyright (c) 2003-2013, Intel Corporation.",0
"Copyright (c) 2008 Silicon Graphics, Inc.  All Rights Reserved.",0
"Copyright (C) 2004-2008 Silicon Graphics, Inc. All rights reserved.",0
Copyright (C) 2009-2010 Texas Instruments,0
"Copyright (C) 2012 VMware, Inc. All rights reserved.",0
Copyright 2005-2008 Pierre Ossman,0
Copyright (C) 2004 Nokia Corporation,0
Copyright (C) 2006 Jonathan McDowell <noodles@earth.li>,0
Copyright (c) 2005 Samsung Electronics,0
Copyright (C) 2012 - 2017 Rafał Miłecki <rafal@milecki.pl>,0
"Copyright (c) International Business Machines Corp., 2006",0
Copyright (C) ST-Ericsson AB 2010,0
(C) 2007 by Hans J. Koch <hjk@hansjkoch.de>,0
"(C) 2008, 2009, 2010, 2011 by Marc Kleine-Budde <kernel@pengutronix.de>",0
Copyright (C) 2008 Dave S.r.l. <www.dave.eu>,0
"Copyright (C) 2009 Ilya Yanok, Emcraft Systems Ltd, <yanok@emcraft.com>",0
Copyright Information:,0
Copyright (c) 2015 FUJITSU LIMITED,0
"Copyright (C) 1998-2002 by Jes Sorensen, <jes@wildopensource.com>.",0
"Copyright (c) 2011, Microsoft Corporation.",0
Copyright (c) 2014 Mahesh Bandewar <maheshb@google.com>,0
Copyright (c) 2011 DENX Software Engineering GmbH,0
"Copyright (c) 1985, 1986 The Regents of the University of California.",0
Copyright (c) 1989 Regents of the University of California.,0
Copyright (c) 2011 Jiri Pirko <jpirko@redhat.com>,0
Copyright (C) 2003-2006 David Hollis <dhollis@davehollis.com>,0
Copyright (C) 2005 Phil Chang <pchang23@sbcglobal.net>,0
Copyright (C) 2006 James Painter <jamie.painter@iname.com>,0
Copyright (c) 2002-2003 TiVo Inc.,0
"Copyright (C) 2008-2016, VMware, Inc. All Rights Reserved.",0
"Copyright (c) 2008, Jouni Malinen <j@w1.fi>",0
"Copyright (c) 2011, Javier Lopez <jlopex@gmail.com>",0
Copyright (C) 2013 Intel Corporation. All rights reserved.,0
"Copyright (C) 2015, Marvell International Ltd.",0
Copyright (C) 2014  NXP Semiconductors  All rights reserved.,0
Copyright (C) 2012  Intel Corporation. All rights reserved.,0
Copyright (C) 2011 Instituto Nokia de Tecnologia,0
Copyright (C) 2012-2013 Tieto Poland,0
Copyright (C) 2016 HALE electronic,0
Copyright (C) 2015 Samsung Electrnoics,0
Copyright (C) 2014-2015  STMicroelectronics SAS. All rights reserved.,0
Copyright (C) 2014  STMicroelectronics SAS. All rights reserved.,0
Copyright (C) 2015 STMicroelectronics Pvt. Ltd. All rights reserved.,0
"Copyright (c) 2011-2014, Intel Corporation.",0
Copyright (C) 2013-2014 Texas Instruments Incorporated - http://www.ti.com,0
Copyright (C) 2006 Intel Corporation,0
Copyright (C) 2007 Intel,0
Copyright (C) Zhang Yanmin (yanmin.zhang@intel.com),0
Copyright (C) Shaohua Li (shaohua.li@intel.com),0
"Copyright (c) 2017, Microsemi Corporation",0
Copyright (C) 2014-2015 Hans de Goede <hdegoede@redhat.com>,0
"Copyright (C) 2013 Samsung Electronics Co., Ltd.",0
Copyright (C) 2015 Broadcom Corporation,0
Copyright (C) 2016 Martin Blumenstingl <martin.blumenstingl@googlemail.com>,0
Copyright (C) 2017 Hauke Mehrtens <hauke@hauke-m.de>,0
Copyright (C) 2014 Marvell,0
Copyright (C) 2017 Tony Lindgren <tony@atomide.com>,0
"Copyright (C) 2007 - 2011 Motorola, Inc.",0
"Copyright (c) 2014, The Linux Foundation. All rights reserved.",0
Copyright (C) 2017 John Crispin <john@phrozen.org>,0
Copyright (C) 2014 Renesas Solutions Corp.,0
"Copyright (C) 2014 Cogent Embedded, Inc.",0
"Copyright (C) 2016 FuZhou Rockchip Co., Ltd.",0
Copyright (C) 2014 STMicroelectronics,0
"Copyright (c) 2014, NVIDIA CORPORATION.  All rights reserved.",0
Copyright (C) 2016 David Lechner <david@lechnology.com>,0
Copyright (C) 2013-2017 Broadcom,0
Copyright (C) 2014 Marvell Technology Group Ltd.,0
"Copyright (C) 2012 Freescale Semiconductor, Inc.",0
Copyright (C) 2012 Linaro Ltd.,0
"Copyright (c) 2012-2013, Intel Corporation.",0
Copyright (C) ST-Ericsson SA 2012,0
Copyright (C) 2016 Robert Jarzmik,0
"Copyright (c) 2014, Sony Mobile Communications AB.",0
"Copyright (c) 2012 Samsung Electronics Co., Ltd.",0
Copyright (c) 2012 Linaro Ltd,0
Copyright (C) 2008 Magnus Damm,0
Copyright (C) 2009 - 2012 Paul Mundt,0
"Copyright (c) 2011 - 2014 Cambridge Silicon Radio Limited, a CSR plc group",0
Copyright (C) 2017 Spreadtrum  - http://www.spreadtrum.com,0
Copyright (C) 2014 Maxime Ripard,0
Copyright (C) 2015-2017 Texas Instruments Incorporated - http://www.ti.com,0
Copyright (C) 2015-2017 Socionext Inc.,0
Copyright (c) 2013 Tony Prisk <linux@prisktech.co.nz>,0
"Copyright (C) 2017 Sanechips Technology Co., Ltd.",0
"Copyright (C) 2012 Intel, Inc.",0
"Copyright (C) 2013 Intel, Inc.",0
Copyright (C) 2014 Linaro Limited,0
"Copyright (C) 2011-2016 Google, Inc.",0
Copyright (C) 2011-2012 One Laptop per Child Foundation.,0
Copyright (C) 2007-2009	Carlos Corbacho <carlos@strangeworlds.co.uk>,0
Copyright (C) 2005-2007	E.M. Smith,0
Copyright (C) 2007-2008	Carlos Corbacho <cathectic@gmail.com>,0
Copyright (c) 2012 Marvell International Ltd.,0
Copyright (C) 2010 Ricardo Martins <rasm@fe.up.pt>,0
Copyright (C) 2011 James Nuss <jamesnuss@nanometrics.ca>,0
Copyright (C) 2014 STMicroelectronics (R&D) Limited,0
Copyright 2012 Actions Semi Inc.,0
Copyright 2000 Deep Blue Solutions Ltd,0
Copyright 2008 ARM Limited,0
Copyright 2008 Cavium Networks,0
"Copyright 2010 MontaVista Software, LLC.",0
"Copyright 2008-2009 Freescale Semiconductor, Inc. All Rights Reserved.",0
"Copyright 2013 Texas Instruments, Inc.",0
Copyright 2008 Simtec Electronics,0
"Copyright 2012 Freescale Semiconductor, Inc.",0
Copyright 2012 Linaro Ltd.,0
"Copyright (c) 2011 Cambridge Silicon Radio Limited, a CSR plc group company.",0
Copyright 2012 Pavel Machek <pavel@denx.de>,0
Copyright 2014 Linaro Ltd.,0
Copyright 2015 Mentor Graphics Corporation.,0
Copyright 2004-2009 Analog Devices Inc.,0
Copyright 2008 Analog Devices Inc.,0
Copyright 2007-2008 Analog Devices Inc.,0
Copyright 2007-2009 Analog Devices Inc.,0
Copyright 2007-2010 Analog Devices Inc.,0
Copyright 2006-2009 Analog Devices Inc.,0
Copyright 2004-2008 Analog Devices Inc.,0
"Copyright 2010, Lars-Peter Clausen <lars@metafoo.de>",0
"Copyright 2005-2006 PMC-Sierra, Inc.",0
Copyright (C) 2008 Jiri Hladky <hladky _dot_ jiri _at_ gmail _dot_ com>,0
"Copyright 2011 Matt Evans <matt@ozlabs.org>, IBM Corporation",0
"Copyright 2016 Christophe Leroy, CS Systemes d'Information",0
Copyright 2007 Freescale Semiconductor Inc.,0
"Copyright 1991, 1992 Free Software Foundation, Inc.",0
Copyright IBM Corp. 2006,0
Copyright IBM Corp. 2016,0
Copyright IBM Corp. 2015,0
Copyright IBM Corp. 2012,0
Copyright 2007 STMicroelectronics Ltd.,0
@remark Copyright 2002 OProfile authors,0
Copyright(C) 1995 David S. Miller (davem@caip.rutgers.edu),0
Copyright 2010 Tilera Corporation. All Rights Reserved.,0
"Copyright 2007-2008 rPath, Inc. - All Rights Reserved",0
Copyright 2009 Intel Corporation. author H. Peter Anvin,0
"Copyright 2011 Red Hat, Inc. and/or its affiliates.",0
"Copyright IBM Corporation, 2008",0
"Copyright 2002,2003 Andi Kleen, SuSE Labs.",0
@remark Copyright 2008 Tensilica Inc.,0
Copyright(c) 2013-2015 Intel Corporation. All rights reserved.,0
Copyright 2011 Wolfson Microelectronics plc,0
"Copyright 2011 Xillybus Ltd, http://xillybus.com",0
Copyright 2015-2016 Axis Comunications AB.,0
Copyright 2014 Linaro Limited,0
Copyright 2015 Yoshinori Sato <ysato@users.sourceforge.jp>,0
Copyright 2013 Emilio López,0
"Copyright 2008-2011 Freescale Semiconductor, Inc.",0
"Copyright 2016 HUAWEI TECHNOLOGIES CO., LTD.",0
Copyright 2017 Google Inc.,0
"Copyright 2000 VA Linux Systems, Inc., Sunnyvale, California.",0
Copyright 2012 Analog Devices Inc.,0
Copyright 2011 Analog Devices Inc.,0
Copyright 2010 Analog Devices Inc.,0
Copyright 2008  by Andreas Eversberg <andreas@eversberg.eu>,0
"Copyright 2012 Google, Inc.",0
"Copyright(c) by Ralph Metzler, Gerd Knorr, Gunther Mayer",0
Copyright(c) 2005-2011 by Mauro Carvalho Chehab,0
"Copyright by Michał Mirosław, 2008-2009",0
Copyright 2014 IBM Corp.,0
Copyright 2002 Hewlett-Packard Company,0
"Copyright 2007, Google Inc.",0
"Copyright 2012, Intel Inc.",0
Copyright 2000 Nicolas Pitre <nico@fluxnic.net>,0
Copyright 2005-2008 Analog Devices Inc.,0
Copyright Digital Equipment Corporation 1996.,0
Copyright 2009-2015 Analog Devices Inc.,0
Copyright 2016 Freescale Semiconductor Inc.,0
Copyright 2017 Linaro Ltd.,0
Copyright 2014 MundoReader S.L.,0
"Copyright 2014 Google, Inc.",0
"Copyright 2010 Integrated Device Technology, Inc.",0
"Copyright (C) 2007 Red Hat, Inc. All Rights Reserved.",0
"Copyright (C) 2004, 2007-2010, 2011-2012 Synopsys, Inc. (www.synopsys.com)",0
Copyright (C) 2014 Alexander Shiyan <shc_work@mail.ru>,0
Copyright (C) 2015 ARM Ltd.,0
"Copyright (C) 2012-2015 Freescale Semiconductor, Inc.",0
Copyright (C) 2012 - Virtual Open Systems and Columbia University,0
Copyright (C) 2009-2010 Pengutronix,0
"Copyright (C) 2006, 2007 Motorola Inc.",0
Copyright (C) 2012 Rabin Vincent <rabin at rab.in>,0
"Copyright (C) 2014, Linaro Ltd.",0
Copyright (C) 2013 Linaro Limited.,0
Copyright (C) 2015 - ARM Ltd,0
Copyright (c) 2001-2008 Axis Communications AB,0
Copyright (c) 2001-2007 Axis Communications AB,0
Copyright (C) 2006 Axis Communications AB.,0
Copyright (c) 2004-2007 Axis Communications AB.,0
"Copyright (C) 2000-2003, Axis Communications AB.",0
"Copyright (C) 1991, 1992  Linus Torvalds",0
"(c) Copyright 2007 Hewlett-Packard Development Company, L.P.",0
"Copyright (C) 2014, Intel Corporation",0
"Copyright (C) 2006 Silicon Graphics, Inc. All rights reserved.",0
"Copyright (C) 2003-2005 Silicon Graphics, Inc.  All Rights Reserved.",0
"Copyright (c) 2008 Silicon Graphics, Inc.  All Rights Reserved.",0
Copyright (C) 2001 by Hiroyuki Kondo,0
"Copyright (c) 2001-2005  Hiroyuki Kondo, Hirokazu Takata,",0
Copyright (C) 1999  Vladimir Gurevich <vgurevic@cisco.com>,0
"Copyright (C) 1998  Kenneth Albanowski <kjahds@kjahds.com>,",0
Copyright (C) 2012 Imagination Technologies Ltd,0
Copyright (C) 2009 Paul Mundt,0
"Copyright (C) 2009 picoChip Designs, Ltd., James Iles",0
"Copyright (C) 2010 ARM Ltd., Will Deacon <will.deacon@arm.com>",0
Copyright (C) 2007-2009 Michal Simek <monstr@monstr.eu>,0
Copyright (C) 2007-2009 PetaLogix,0
Copyright (C) 2007-2009 John Williams <john.williams@petalogix.com>,0
Copyright (C) 2008 Maxime Bizon <mbizon@freebox.fr>,0
Copyright (C) 2008 Florian Fainelli <florian@openwrt.org>,0
"Copyright (C) 2010 ""Wu Zhangjin"" <wuzhangjin@gmail.com>",0
Copyright (C) 2004-2012 Cavium Networks,0
"Copyright (C) 2004-2017 Cavium, Inc.",0
Copyright (C) NEC Electronics Corporation 2004-2006,0
Copyright (c) 1998 Harald Koerfgen,0
Copyright (c) 2001 Ralf Baechle,0
Copyright (c) 2002 Thiemo Seufer,0
"Copyright (C) 2000, 2001, 2002 Broadcom Corporation",0
"Copyright (C) 2012 MIPS Technologies, Inc.  All rights reserved.",0
Copyright (C) 2005-2006 Florian Lohoff (flo@rfc822.org),0
Copyright (C) 2005-2006 Thomas Bogendoerfer (tsbogend@alpha.franken.de),0
"Copyright (C) 2005, 06 by Ralf Baechle (ralf@linux-mips.org)",0
"Copyright (C) 2005 MIPS Technologies, Inc.",0
Copyright (C) 2012 Thomas Langer <thomas.langer@lantiq.com>,0
Copyright (C) 2012 John Crispin <john@phrozen.org>,0
Copyright (C) 2010 John Crispin <john@phrozen.org>,0
Copyright (C) 2013-2015 Lantiq Beteiligungs-GmbH & Co.KG,0
"Copyright (c) 2011 Zhang, Keguang <keguang.zhang@gmail.com>",0
"Copyright (c) 2011-2016 Zhang, Keguang <keguang.zhang@gmail.com>",0
Copyright (c) 2016 Yang Ling <gnaygnil@gmail.com>,0
"Copyright (C) 2000, 2001 Ralf Baechle (ralf@gnu.org)",0
Copyright (C) 2007 Lemote Inc. & Institute of Computing Technology,0
Copyright (C) 2006 - 2008 Lemote Inc. & Institute of Computing Technology,0
Copyright (c) 2003-2014 Broadcom Corporation,0
Copyright (c) 2003-2012 Broadcom Corporation,0
Copyright (C) 2015 Microchip Technology Inc.  All rights reserved.,0
"Copyright (C) 2000,2001,2002,2003,2004 Broadcom Corporation",0
"Copyright (C) 2002,2003 Broadcom Corporation",0
(C) Copyright TOSHIBA CORPORATION 2005-2007,0
Copyright (C) 2000-2001 Toshiba Corporation,0
"2003-2005 (c) MontaVista Software, Inc. This file is licensed under the",0
"Copyright (C) 2000-2001,2005-2006 Toshiba Corporation",0
Copyright (C) 2005-2007  Yoichi Yuasa <yuasa@linux-mips.org>,0
"Copyright (C) 2007 Matsushita Electric Industrial Co., Ltd.",0
Copyright (C) 1997 Martin Mares,0
Copyright (C) 2008-2010 Thomas Chou <thomas@wytron.com.tw>,0
Copyright (C) 2004 Microtronix Datacom Ltd.,0
(C) 2017 Helge Deller <deller@gmx.de>,0
Copyright (c) 2006 Kyle McMartin <kyle@parisc-linux.org>,0
Copyright (c) 1997 Dan Malek (dmalek@jlc.net),0
Copyright (C) 2007-2008 Steven Rostedt <srostedt@redhat.com>,0
(C) Copyright IBM Corporation 2006,0
"2002 (c) MontaVista, Software, Inc.  This file is licensed under",0
"Copyright (C) 2010, Applied Micro Circuits Corporation",0
Copyright (C) 2013 DENX Software Engineering,0
Copyright (C) 2006 bplan GmbH,0
Copyright 2008 Codehermit,0
"Copyright (c) 2007 Freescale Semiconductor, Inc.",0
2008 (c) Stanford University,0
"2007 (c) MontaVista, Software, Inc.",0
"Copyright (C) 2006-2007 PA Semi, Inc",0
Copyright (C) 2000 Benjamin Herrenschmidt,0
Copyright (C) 2006 Michael Hanselmann <linux-kernel@hansmi.ch>,0
Copyright 2016-17 IBM Corp.,0
Copyright (C) 2007 Sony Computer Entertainment Inc.,0
Copyright (C) 2008 IBM Corporation,0
"2008 (c) GE Intelligent Platforms Embedded Systems, Inc.",0
"Copyright 2016,2017 IBM Corporation.",0
"Copyright IBM Corp. 2002, 2007",0
Copyright (C) 2008 Renesas Solutions Corp.,0
Copyright (C) 2002 Stuart Menefy,0
"Copyright (c) 2001, 2002 M. R. Brown <mrbrown@0xd6.org>",0
Copyright (C) 2009 Renesas Solutions Corp.,0
"Copyright (C) 2002  Atom Create Engineering Co., Ltd.",0
Copyright (C) 2006  Paul Mundt,0
Copyright (C) 2007  Magnus Damm,0
Copyright 2005 (c) Andriy Skulysh <askulysh@gmail.com>,0
Copyright 2008 (c) Kristoffer Ericson <kristoffer.ericson@gmail.com>,0
Copyright (C) 2009 Magnus Damm,0
"Copyright (C) 2008 Lineo Solutions, Inc.",0
Copylight (C) 2006 kogiidena,0
"Copylight (C) 2002 Atom Create Engineering Co., Ltd.",0
Copyright (C) 2007 Nobuhiro Iwamatsu,0
Copyright (C) 2003 Sean McGoogan (Sean.McGoogan@superh.com),0
"Copyright (C) 2003, 2004 SuperH, Inc.",0
"Copyright (C) 2004, 2005 Paul Mundt",0
Copyright (C) 2008 Magnus Damm,0
"Copyright (c) 2007 Ujjwal Pande <ujjwal@kenati.com>,",0
Copyright (C) 2000  Kazumoto Kojima,0
Copyright (C) 2008 - 2010  Paul Mundt,0
Copyright (C) 2008  Nicholas Beck <nbeck@mpc-data.co.uk>,0
Copyright (C) 2010  Paul Mundt,0
Copyright (C) 2006 Yoshinori Sato,0
Copyright (C) 2004  Saito.K & Jeanne(ksaito@interface.co.jp),0
Copyright (C) 2008  Nobuhiro Iwamatsu <iwamatsu.nobuhiro@renesas.com>,0
Copyright (C) 2010 - 2012  Paul Mundt,0
Copyright (C) 2010 Magnus Damm,0
Copyright (C) 2000 YAEGASHI Takeshi,0
"(c) 2007 MSC Vertriebsges.m.b.H, Manuel Lauss <mlau@msc-ge.com>",0
Copyright (C) 2005  Paul Mundt,0
Copyright (C) 2004  Andriy Skulysh,0
Copyright (C) 2006 Paul Mundt,0
Copyright (C) 2004 Jeff Dike (jdike@karaya.com),0
Copyright (C) 2015 Thomas Meyer (thomas@m3y3r.de),0
"Copyright (C) 2007 Jeff Dike (jdike@{addtoit,linux.intel}.com)",0
"Copyright (C) 2002 - 2007 Jeff Dike (jdike@{addtoit,linux.intel}.com)",0
Copyright (C) 2001-2010 GUAN Xue-tao,0
Copyright (C) 2007 H. Peter Anvin,0
Copyright (c) 2012-2014 Andy Lutomirski <luto@amacapital.net>,0
Copyright (C) 2001 Andrea Arcangeli <andrea@suse.de> SuSE,0
"Copyright (c) 2013-2014, Intel Corporation.",0
"(c) 1999, 2000, 2009 Ingo Molnar <mingo@redhat.com>",0
"Copyright (c) 2015, Intel Corporation.",0
(C) Copyright 2010 Intel Corporation,0
Copyright (C) 2013 Intel Corporation,0
Copyright (C) 2008 Constantin Baranov <const@mimas.ru>,0
Copyright (C) 2011 Ed Wildgoose <kernel@wildgooses.com>,0
"Copyright (C) 2007 Google, Inc.",0
"Copyright (C) 2011 Intel, Inc.",0
"Copyright (C) 2013 Intel, Inc.",0
"Copyright (c) 2013, Intel Corporation.",0
"(C) Copyright 2008, 2012 Intel Corporation",0
Copyright (C) Shérab <Sebastien.Hinderer@ens-lyon.org>,0
Copyright (C) 2010 Andres Salomon <dilinger@queued.net>,0
Copyright (C) 2010 One Laptop per Child,0
"Copyright (C) 2006 Red Hat, Inc.",0
"Copyright (C) 2006 Advanced Micro Devices, Inc.",0
"Copyright (c) 2001,2002 Christer Weinigel <wingel@nano-system.com>",0
"Copyright (c) 2009, Intel Corporation.",0
Copyright (C) 2013-2014 Savoir-faire Linux Inc.,0
"Copyright (c) 2008-2009 Silicon Graphics, Inc.  All Rights Reserved.",0
Copyright (c) Russ Anderson <rja@sgi.com>,0
Copyright (C) 2011 Richard Weinberger <richrd@nod.at>,0
Copyright (C) 2001-2005 Tensilica Inc.,0
Copyright 2001 - 2004 Tensilica Inc.,0
"Copyright (C) 2001, 2006 Tensilica Inc.",0
Copyright (C) 2015 Cadence Design Systems Inc.,0
Copyright (C) 2009-2010 Texas Instruments Incorporated.,0
Copyright (C) 2009 - 2016 STMicroelectronics,0
"Copyright (C) 2016 Cavium, Inc.",0
"Copyright (c) 2003-2017 Cavium, Inc.",0
Copyright (C) ST-Ericsson SA 2010,0
"Copyright (C) 2013,2014 Linaro Limited",0
"Copyright (C) 2013 Red Hat, Inc.",0
"Copyright (C) 2016 Synopsys, Inc. (www.synopsys.com)",0
Copyright (C) 2013-2015 ARM Limited,0
Copyright (C) 2012 Russell King,0
Copyright (C) 2014 Traphandler,0
Copyright (C) 2014 Free Electrons,0
Copyright (C) 2012-2016 by the following authors:,0
Copyright (C) 2015 Samsung Electronics Co.Ltd,0
"Copyright (c) 2007-2011, Intel Corporation.",0
Copyright (C) 2009 Francisco Jerez.,0
Copyright © 2006 Eric Anholt,0
"Copyright (C) 2011-2013 Freescale Semiconductor, Inc.",0
Copyright (c) 2014 MediaTek Inc.,0
"Copyright (C) 2016 BayLibre, SAS",0
"Copyright (C) 2015 Amlogic, Inc. All rights reserved.",0
Copyright (C) 2014 Endless Mobile,0
Copyright (C) 2014 Red Hat,0
Copyright (C) 2016 Marek Vasut <marex@denx.de>,0
"Copyright (C) 2010 Juergen Beisert, Pengutronix",0
"Copyright (C) 2008-2009 Freescale Semiconductor, Inc. All Rights Reserved.",0
"Copyright (C) 2008 Embedded Alley Solutions, Inc All Rights Reserved.",0
Copyright (C) 2011 Texas Instruments,0
"Copyright (c) 2017, Fuzhou Rockchip Electronics Co., Ltd",0
(C) COPYRIGHT 2012-2013 ARM Limited. All rights reserved.,0
Copyright (c) 2006-2008 Intel Corporation,0
Copyright (c) 2007 Dave Airlie <airlied@linux.ie>,0
Copyright (C) 2013-2015 Renesas Electronics Corporation,0
